item_number,item_name,line_build_id,procedures_step_order,sub_steps_order,procedures_activity,procedures_appliance,sub_steps_title,sub_steps_related_item_number,apply_option_id,apply_option_value_id,restaurant_id
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,18a2db60-cd8a-4bbb-ad0a-7560b0b13f38
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,3ee40ffd-12ac-4c43-be13-4f11af0aa115
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,899334d9-14be-4976-9c01-966d8ab80d0c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,e42a44bb-9119-405e-a545-ef70e64b1f5b
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,ffbdfdac-386a-4c97-8b26-a112c585a479
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,d9c2a7d5-46ca-4275-add9-b3e73761d396
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,ba6162bb-1d84-47d2-aeef-0ee560a7cfd4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,50c80294-6a20-41f3-901a-8238ece6244f
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,17,1,COOK,MICROWAVE,Extra: Carnitas,,,,35096a97-510c-485a-b160-c8ecf96a8d98
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,378fd512-7b11-4435-b8c4-8b3feb6c8228
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,ffbdfdac-386a-4c97-8b26-a112c585a479
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,70a6c40d-310d-4097-814d-15d42c7d5c1b
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,bb0d7ffd-553f-40fb-a94b-61ec631a4345
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,5bd779ff-652f-4eb9-a06e-d64e80c87335
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,d9c2a7d5-46ca-4275-add9-b3e73761d396
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,80c098a1-2836-4c0b-88ea-d6aa9ed6a291
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,9f6ff6c3-c6eb-4756-9130-efe518d7b963
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,cbc46539-86cb-46ec-af3f-05fc0d7b3495
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,6d20ef4a-470d-40f1-9ed5-29073d1175d0
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,94410985-baef-49ad-97ce-75116e0e6aba
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,4bc41e5f-e75b-4bc7-9b04-53093250015d
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,e42a44bb-9119-405e-a545-ef70e64b1f5b
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,50c80294-6a20-41f3-901a-8238ece6244f
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,18a2db60-cd8a-4bbb-ad0a-7560b0b13f38
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,be6ee657-c6da-434b-b4a1-f1f2e2abc2b4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,21c672fb-c4d3-4edc-84de-61ef6ad994fd
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,bb28f767-3cda-4865-9c65-1fdc0aff54cc
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,899334d9-14be-4976-9c01-966d8ab80d0c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,35096a97-510c-485a-b160-c8ecf96a8d98
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,fdfe198d-7678-4121-907b-bde344469313
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,ba6162bb-1d84-47d2-aeef-0ee560a7cfd4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,dec1807c-26bb-4b28-8311-08fdb9a68422
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,3ee40ffd-12ac-4c43-be13-4f11af0aa115
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,72892b02-6079-4724-81aa-e47fd42a03e7
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,c3303cd4-0c3d-472b-a5e5-08d77e69af47
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,18,1,COOK,MICROWAVE,Barbacoa,,,,ce91c4d5-481d-4a1f-bf07-0b359bccbbd9
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,03158d04-8ba4-4230-85c8-f9f4ce4b200c
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,dec1807c-26bb-4b28-8311-08fdb9a68422
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,70a6c40d-310d-4097-814d-15d42c7d5c1b
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,35096a97-510c-485a-b160-c8ecf96a8d98
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,be6ee657-c6da-434b-b4a1-f1f2e2abc2b4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,4bc41e5f-e75b-4bc7-9b04-53093250015d
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,f54a0b83-50d6-43bb-b7d2-5c3f94af79a1
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,94410985-baef-49ad-97ce-75116e0e6aba
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,50c80294-6a20-41f3-901a-8238ece6244f
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,ba6162bb-1d84-47d2-aeef-0ee560a7cfd4
8004637,"Burrito (BYO), Limesalt",86516038-cd3e-413a-8f37-4291ad98d301,19,1,COOK,MICROWAVE,Extra: Barbacoa,,,,fdfe198d-7678-4121-907b-bde344469313
